602PT.bam	667PT.bam	M17PT.bam	M20PT.bam	M37PT.bam	M43PT.bam	M49PT.bam	M50PT.bam	M57PT.bam	M60PT.bam	M61PT.bam	M62PT.bam	M69PT.bam	M77PT.bam	M8PT.bam	M97PT.bam	M99PT.bam
ENSG00000150787	1606	1158	2226	882	1409	1769	913	1732	1599	1279	1297	1710	905	1757	1091	2058	1420
ENSG00000150867	2297	8218	2853	3676	3124	3614	1512	2085	2675	2771	2655	3213	1226	6849	2902	2503	6096
ENSG00000150873	20	3	12	2	10	3	9	18	8	20	23	8	23	13	4	3	55
ENSG00000150893	0	0	70	86	0	1	36	12	1412	6	6528	0	1586	1298	727	1	159
ENSG00000150907	968	3360	2638	634	1897	748	2459	1333	2063	684	2072	3836	768	985	3912	1654	1779
ENSG00000150938	16811	20885	15434	8203	35697	28847	6649	31873	9713	28104	8702	7770	2679	2173	7021	8207	34633
ENSG00000150961	4761	10185	9511	9471	9647	6923	5257	5572	4850	6323	6971	10409	3036	5823	9167	3087	6365
ENSG00000150967	579	283	323	564	326	520	959	187	356	1370	1548	248	1014	273	209	442	144
ENSG00000150977	713	3168	988	1358	1013	1189	1211	864	1049	654	875	1102	646	744	856	1614	1647
ENSG00000150990	2072	3218	1817	3371	1266	2711	3104	1351	1615	2150	1100	1078	1546	1978	1453	1775	1468
ENSG00000150991	132030	146172	241569	136601	88986	155195	136821	76976	97327	257388	99269	118873	62847	59594	142630	118912	156049
ENSG00000150995	1493	4251	1439	1255	1342	1518	1038	1314	1906	1360	1188	3108	715	1428	2200	579	2330
ENSG00000151005	1	1	1	5	2	3	1	2	1	1	2	5	6	4	4	8	13
ENSG00000151006	240	109	183	94	293	191	186	211	141	79	64	231	147	89	120	303	136
ENSG00000151012	19760	2133	532	17850	66	122	559	5800	1083	393	369	337	2180	247	130	472	1387
ENSG00000151014	113	1102	505	389	383	509	230	544	249	885	242	522	218	1124	870	276	1184
ENSG00000151023	34	13	118	48	38	34	40	67	25	17	193	80	17	477	17	83	152
ENSG00000151025	0	263	23	434	4	2	0	3	121	3	15	3	1150	6682	73	5	1
ENSG00000151033	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000151062	410	407	427	851	1303	937	344	378	365	408	295	403	203	347	276	1166	388
ENSG00000151065	485	537	840	878	757	810	901	613	739	933	912	803	817	884	681	649	932
ENSG00000151067	332	537	1462	144	497	714	1205	551	926	915	1270	2124	125	1628	1702	844	645
ENSG00000151079	28	27	49	6	6	16	28	29	144	11	107	82	10	348	180	17	74
ENSG00000151090	906	132	577	877	459	140	1989	431	160	591	594	480	318	873	1058	219	540
ENSG00000151092	2499	2794	2743	2319	2274	4066	2754	1848	1823	2390	1498	1976	3548	1843	2059	2247	1989
ENSG00000151093	790	494	622	673	721	776	731	830	544	942	455	437	1080	504	393	652	510
ENSG00000151116	2234	2325	2424	2410	2236	1676	1694	1202	1279	2977	1514	1241	1789	1626	1136	1076	2106
ENSG00000151117	663	1023	486	777	547	572	363	297	346	673	741	858	392	928	597	653	1310
ENSG00000151131	412	483	365	604	389	384	532	276	348	380	224	378	368	309	239	608	332
ENSG00000151135	5098	4894	8663	6148	5925	5670	7570	3659	4833	5745	5560	6290	3764	7001	5411	2035	4370
ENSG00000151136	29	228	309	42	42	25	51	70	275	31	174	141	25	586	740	111	225
ENSG00000151148	3541	3377	3187	4846	3830	4336	3426	2117	3221	3957	2629	2275	2547	3049	3011	3378	3357
ENSG00000151150	1681	102	651	374	219	42	702	1291	104	175	333	450	1077	2149	2252	213	521
ENSG00000151151	754	1903	401	1154	754	640	328	462	467	556	869	519	369	1044	761	488	1106
ENSG00000151164	113	65	68	63	86	113	62	59	66	106	52	42	89	71	63	55	117
ENSG00000151176	2706	6816	1682	5728	2431	4069	1678	1602	2203	4119	1265	2121	903	2823	3059	1217	1958
ENSG00000151208	2703	3204	6410	3579	3002	5397	2161	3264	8709	6524	3756	2906	6393	8483	2587	1592	3289
ENSG00000151224	230	23	302	39	635	3	344	369	371	728	54	15	103	749	30	21	25
ENSG00000151229	1066	1435	709	923	416	329	341	310	1212	646	954	787	232	2039	735	235	874
ENSG00000151233	1334	2787	2718	2826	1713	2690	3364	1589	1981	2330	2274	1156	2343	4545	1283	886	1672
ENSG00000151239	5001	6219	6234	8264	5050	6343	5370	4054	4259	5735	2343	3254	4042	7222	2821	2469	4624
ENSG00000151240	1565	1345	4047	988	2075	2085	544	1793	2739	2305	2395	3592	1065	3027	3768	707	1300
ENSG00000151247	868	2409	2071	2179	1324	1617	1140	1264	1320	990	1392	1397	1917	1707	1243	1103	1696
ENSG00000151276	1326	1051	3131	984	874	625	2096	1714	1616	1294	2071	1736	3010	1666	1743	1666	1902
ENSG00000151287	357	613	566	802	682	592	667	438	698	754	541	322	1609	722	269	420	452
ENSG00000151292	6480	2380	3418	3205	3858	2619	2784	3310	2714	2516	3102	2157	2669	2186	2152	2045	3266
ENSG00000151303	60	11	47	8	17	24	26	58	24	9	25	43	26	24	23	42	75
ENSG00000151304	1233	963	1023	1339	1193	945	821	850	795	1160	798	481	956	834	602	421	1212
ENSG00000151320	318	24	137	97	70	118	164	207	80	63	148	469	231	438	3155	77	153
ENSG00000151322	74	12	230	72	54	39	220	296	86	50	384	183	106	80	125	153	202
ENSG00000151327	1535	3466	6251	1339	1975	2333	2318	1973	7067	1548	2360	2889	1820	2515	1886	2079	2184
ENSG00000151332	535	1034	1505	1045	904	595	1927	1027	935	638	943	1165	2402	1569	885	868	1294
ENSG00000151338	338	97	552	420	320	207	1064	268	551	203	707	260	958	909	302	278	391
ENSG00000151348	3782	9141	5799	6831	6427	5339	5009	4418	3382	4623	3964	6147	3770	6801	6101	3868	7228
ENSG00000151353	1500	931	990	1117	646	786	1547	624	979	902	1517	979	1172	845	753	923	1168
ENSG00000151360	0	0	23	0	0	0	0	0	18	0	35	0	8	4	5	0	0
ENSG00000151364	120	130	82	65	171	57	119	77	36	33	16	30	40	40	13	14	75
ENSG00000151365	1	2	6	1	2	4	2	9	2	1	34	7	9	5	98	2	13
ENSG00000151366	1015	851	913	641	815	883	728	563	477	732	759	776	611	426	587	516	859
ENSG00000151376	983	543	1251	1152	1843	2293	808	2393	628	313	537	2999	280	919	1528	1653	1723
ENSG00000151379	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000151388	264	2045	2390	1944	705	1055	1145	835	4338	1866	2370	4829	1181	9611	3892	614	1501
ENSG00000151413	636	544	1015	571	738	531	869	871	758	577	872	663	696	676	484	715	557
ENSG00000151414	10294	6050	9036	3668	12677	23254	7639	8461	4279	8190	6692	5237	3818	7122	7091	4727	23603
ENSG00000151418	4	0	2	2	1	23	1	3	2	23	2	0	0	0	12	3	18
ENSG00000151422	871	1529	3986	2367	3255	4330	1861	3786	2788	2344	4400	2322	2709	1545	1626	2006	3198
ENSG00000151445	1006	1869	2003	1672	1166	1423	1875	1164	1905	1271	1086	1506	2080	2348	1321	1565	1821
ENSG00000151458	1507	2427	6041	3123	17105	2458	14012	8821	1923	12066	6878	6850	4733	2855	4905	2489	4625
ENSG00000151461	2815	4217	3357	2685	2989	3856	1373	2190	2841	3001	2913	2356	2359	5443	2182	1380	3235
ENSG00000151465	2092	3144	2735	2308	2678	3397	961	1947	2027	3263	2143	1600	1267	2824	1614	1407	2222
ENSG00000151466	544	1319	907	1067	519	731	683	658	465	424	1096	913	1168	833	665	737	1880
ENSG00000151468	151	751	165	145	120	185	358	230	650	235	448	3306	110	9330	4114	414	423
ENSG00000151470	488	872	624	916	443	399	417	720	366	482	630	695	665	437	516	702	920
ENSG00000151474	1360	3077	1749	2378	1421	2976	676	995	1326	1729	1315	2593	569	6780	1609	997	1781
ENSG00000151475	0	0	1	3	2	0	0	2	0	1	1	0	3	0	1	3	2
ENSG00000151490	473	671	610	1925	667	1297	417	141	330	463	553	393	231	1708	267	633	1015
ENSG00000151491	4310	1752	7878	6784	13161	4707	7423	3388	3222	6147	6135	5229	2710	7133	5274	2397	2235
ENSG00000151498	2321	2119	1837	1464	2333	1818	1801	2357	1269	2201	1489	1673	3355	1343	1492	2633	2309
ENSG00000151500	1478	1535	1926	937	1480	1989	1749	1911	1269	1339	1293	1287	2108	1156	1153	2060	2269
ENSG00000151502	5314	4453	4227	3269	4707	4115	2521	4163	2310	4777	3346	3796	3940	2930	3045	3312	5361
ENSG00000151503	1635	5040	1776	3272	1885	3112	1870	1721	1878	2714	1653	952	4723	1890	951	1190	2938
ENSG00000151532	1333	2130	1494	1409	1246	1212	883	1234	1354	1508	694	1025	929	1841	1160	1014	2173
ENSG00000151552	648	1436	938	2136	1235	572	623	1121	603	1902	619	1170	1236	1238	1183	756	1448
ENSG00000151553	4147	4896	4593	2343	5213	2747	2935	4616	3448	3767	2825	3155	2019	6415	2573	2255	4536
ENSG00000151572	74	2632	14	303	5	5	30	26	61	76	75	38	62	1683	134	14	917
ENSG00000151575	165	48	218	215	196	100	294	513	88	102	361	137	253	129	93	351	112
ENSG00000151576	2483	2071	1880	1827	1877	2870	2546	2083	1622	2386	1554	980	2138	1513	912	1581	2419
ENSG00000151577	0	1	0	0	0	0	1	1	0	0	0	2	4	0	0	1	1
ENSG00000151611	372	487	674	613	520	456	317	440	443	378	639	534	410	1403	558	479	1407
ENSG00000151612	627	1892	2560	1508	1157	890	1326	2102	1884	903	2346	2203	2090	5552	2154	1327	586
ENSG00000151615	0	0	0	0	0	0	1	0	0	0	1	0	9	3	0	0	5
ENSG00000151617	238	731	2460	690	398	303	1591	597	926	558	830	2178	2192	10482	1562	232	1155
ENSG00000151623	172	58	348	312	374	22	207	593	194	414	574	391	925	607	470	169	492
ENSG00000151631	1	1	0	2	3	1	2	1	0	1	3	0	0	4	2	1	3
ENSG00000151632	1302	38	289	10744	255	40	63	239	5667	35	198	342	126	279	2011	73	177
ENSG00000151640	230	570	912	5	281	298	412	598	72	71	24	129	46	1766	243	1026	58
ENSG00000151650	622	160	448	748	801	670	188	182	760	120	435	533	62	297	289	1414	209
ENSG00000151651	894	5336	883	1279	3023	5692	695	567	4018	375	336	1015	763	1623	436	1840	1984
ENSG00000151655	45	9	10	39	12	8	14	18	16	11	56	20	12	58	15	47	22
ENSG00000151657	1215	949	1221	953	1136	1402	517	904	1121	1007	971	1066	718	1817	712	907	1162
ENSG00000151665	624	645	383	647	481	443	324	292	508	1021	339	352	385	464	253	292	388
ENSG00000151687	855	156	299	154	313	212	238	348	199	275	274	263	203	358	193	238	337
ENSG00000151689	1845	1574	563	680	960	957	847	461	429	1127	821	974	535	1662	1277	1857	1116
ENSG00000151690	1359	2603	2068	690	1001	2069	1557	796	1169	1006	1116	811	1983	676	750	2124	1930
ENSG00000151692	719	3285	5121	2756	591	1297	807	803	1836	1094	2644	2308	1885	11864	5753	383	757
ENSG00000151693	1282	2956	4384	2716	1820	2431	897	1433	2246	1415	2410	1373	1019	1525	1930	806	3099
ENSG00000151694	2664	3109	4437	4596	3504	6694	3173	1644	3344	4706	2790	1449	2852	3115	2350	1598	3785
ENSG00000151702	1752	5736	1312	2589	1735	2695	1136	782	1334	1453	1580	2761	343	2651	2501	2334	8256
ENSG00000151704	17	11	11	31	21	16	19	11	12	25	34	28	6	6	8	44	29
ENSG00000151715	12	12	20	55	26	37	17	15	195	23	52	25	74	11	19	34	88
ENSG00000151718	4680	4176	6071	2769	7041	2583	2435	9739	1892	3205	3854	2437	3660	3488	2028	1520	3430
ENSG00000151725	281	1467	893	2626	631	1126	719	595	862	1506	904	319	3958	1635	224	749	1011
ENSG00000151726	2047	20534	4753	9622	9511	8195	3013	3045	8469	8238	2935	3661	1545	6525	11296	4940	4588
ENSG00000151729	886	830	1541	748	1111	989	880	1748	986	1086	1812	1259	2116	510	3337	1729	523
ENSG00000151743	162	177	275	823	246	196	181	160	261	391	210	201	183	141	148	209	226
ENSG00000151746	990	1407	1376	1963	1172	1103	2275	1043	1497	1193	1712	1261	2308	1599	1567	874	1050
ENSG00000151748	1123	1994	2809	1318	1678	1532	3204	1971	1450	1522	1979	1858	1920	3944	2047	2131	1697
ENSG00000151773	184	180	703	474	564	502	729	524	351	329	253	558	198	300	281	444	294
ENSG00000151778	146	155	83	95	134	35	90	151	101	30	29	113	115	139	111	248	43
ENSG00000151779	3659	4772	3969	4277	3691	4014	2917	2817	3511	5024	2580	3083	2847	5147	3661	1572	4380
ENSG00000151789	11	159	236	238	32	37	139	86	277	62	138	567	97	140	1117	82	94
ENSG00000151790	967	1111	638	694	390	174	379	288	1540	1153	249	557	1902	2768	485	231	302
ENSG00000151806	2760	1908	1571	3428	1390	1481	1470	1664	1494	2626	2015	1242	1899	1538	1394	1154	2687
ENSG00000151812	2	0	3	5	2	3	7	4	3	2	15	1	19	54	35	3	10
ENSG00000151834	0	3	281	262	25	11	181	233	34	98	38	0	1753	3	194	0	78
ENSG00000151835	2015	4652	3691	14787	2823	2402	3323	1537	2799	2933	2268	2548	1621	2783	3251	1834	3488
ENSG00000151838	2	0	2	0	1	0	2	4	2	2	4	0	2	2	0	0	3
ENSG00000151846	4494	2678	2690	1993	4726	4622	5449	2947	3007	5004	2579	1794	1858	2944	1943	1221	2969
ENSG00000151849	754	1434	1816	1298	1253	1036	1498	845	1749	1218	1700	877	1693	1676	746	1385	959
ENSG00000151876	1224	558	753	628	707	829	401	653	417	1034	462	716	857	671	581	924	916
ENSG00000151881	1533	709	845	783	577	659	553	569	836	581	593	669	748	993	558	1022	1131
ENSG00000151882	534	138	451	17	615	72	100	530	32	15	20	138	762	915	66	289	281
ENSG00000151883	6369	5552	4455	2480	4829	3603	2873	4551	3176	4058	8315	3592	1664	1376	1719	3857	7068
ENSG00000151892	29	179	2765	81	1054	126	93	10061	197	54	142	407	85	4002	2973	81	4733
ENSG00000151893	4062	5256	5933	5403	7324	5218	3492	3917	3924	6225	2579	3047	2328	5137	3251	3786	6844
ENSG00000151914	5917	11532	12577	28014	8211	28574	8345	4652	6686	9832	27954	13862	10713	14337	25798	7094	58794
ENSG00000151917	196	45	736	493	227	742	397	116	298	294	361	803	538	1120	1084	150	584
ENSG00000151923	5878	8118	6985	6174	5803	4199	4066	4429	6215	6180	3406	5764	3894	10068	4164	7025	7304
ENSG00000151929	3694	3979	1958	2455	5213	2198	1427	2180	1746	2932	1168	2586	777	3024	8153	1949	4300
ENSG00000151948	14	354	22	42	7	19	15	6	289	25	290	25	13	28	48	28	77
ENSG00000151952	0	28	491	1	5	1	22	4	391	113	72	0	13	3	25	2	238
ENSG00000151962	2	18	7	0	13	1	7	130	3	12	36	12	85	703	3	0	1
ENSG00000151963	23	15	0	70	4	0	1	2	4	0	2	0	0	6	0	12	5
ENSG00000151967	126	160	253	117	238	219	263	269	117	179	126	255	107	137	377	382	111
ENSG00000152022	4084	2946	2854	2447	2588	3014	2237	2323	1987	2419	2093	3306	1743	6367	2301	1834	2999
ENSG00000152034	1	0	0	2	2	9	1	6	0	37	0	0	0	5	0	0	0
ENSG00000152042	3508	1555	2087	2040	2156	1886	2303	2195	1548	2356	2519	1722	3890	4114	1679	2247	1972
ENSG00000152049	327	823	1701	1630	425	176	1052	1095	2852	838	3286	5832	153	3840	4785	274	1315
ENSG00000152056	620	224	271	218	2830	2346	663	763	403	3761	831	136	399	118	81	817	339
ENSG00000152061	5074	3538	6316	1868	2665	1710	5064	3030	2212	2245	9737	3623	1492	3747	2613	3163	4152
ENSG00000152076	706	31	301	507	309	170	232	165	254	260	931	299	483	234	117	263	339
ENSG00000152078	451	239	695	67	131	265	253	320	194	230	351	206	704	558	1223	375	160
ENSG00000152082	1070	1006	1031	706	623	915	586	490	1197	840	618	900	777	814	647	1019	904
ENSG00000152086	28	6	3	6	6	11	25	14	11	11	15	8	32	153	8	18	7
ENSG00000152092	13	1	43	16	6	0	204	303	604	36	702	20	188	9	18	23	25
ENSG00000152093	0	0	250	0	0	4	0	0	4440	0	306	2	395	2	0	4	1
ENSG00000152102	7447	7250	8780	7389	6306	6731	6027	5263	9695	10571	10582	5137	6179	9980	6081	3516	4454
ENSG00000152104	5055	5273	6486	3491	5953	5581	3784	4461	3586	7988	4238	4427	2226	8659	3970	2941	5684
ENSG00000152117	5911	2021	3765	2737	2383	2415	2363	1637	2271	3198	2923	2886	8226	5267	1785	5935	3069
ENSG00000152127	2031	10690	7725	3708	2743	5245	2151	1655	6025	3004	13551	3966	3776	7684	3015	1022	1955
ENSG00000152128	148	74	80	457	193	68	146	38	149	86	102	45	76	127	40	304	61
ENSG00000152133	1027	1576	1141	1039	497	970	646	546	769	1050	724	718	578	1700	551	423	1441
ENSG00000152137	5372	2115	831	870	2198	1083	1838	607	1052	3413	1605	2202	28	99	25879	2617	2270
ENSG00000152147	499	692	585	927	599	565	468	436	599	571	570	550	687	847	474	636	863
ENSG00000152154	45	29	108	51	82	19	93	120	75	34	194	190	126	237	172	118	147
ENSG00000152192	3	26	3	77	0	0	0	0	3	0	3	5	0	1	26	2	9
ENSG00000152193	255	625	928	636	521	391	914	392	668	572	764	413	486	510	358	438	570
ENSG00000152207	44	383	444	128	76	106	253	44	356	154	232	74	6	103	58	100	273
ENSG00000152208	0	0	5	21	0	234	32	2	4	1	22	2	765	10	18	0	2
ENSG00000152213	251	523	328	619	274	451	109	67	245	174	126	255	48	222	108	291	497
ENSG00000152214	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0
ENSG00000152217	573	1165	2510	70	1289	340	983	2345	1029	406	2107	3286	2891	7854	2965	511	1017
ENSG00000152219	2470	1450	2276	2259	2519	989	2347	2129	1264	3777	2627	1779	2560	1254	1131	1177	2584
ENSG00000152223	3703	6372	2869	6141	3915	5608	3233	4264	3007	3813	3253	2626	4321	3756	3057	3060	3397
ENSG00000152229	447	5192	853	932	578	1209	454	401	897	526	894	828	225	1538	821	1741	2628
ENSG00000152234	22450	26802	18460	19429	16665	23909	26885	18897	20632	39784	16162	13185	19894	15498	15447	9925	13416
ENSG00000152240	617	1286	1003	1273	719	1148	873	459	932	772	699	665	1661	1100	725	633	980
ENSG00000152242	2164	3245	2230	1237	1820	2553	2618	1761	2114	2195	1858	1411	3186	1829	1566	1860	2428
ENSG00000152253	199	815	435	790	222	721	356	159	715	441	307	207	1395	812	148	246	607
ENSG00000152254	4	1	0	0	0	1	0	0	0	1	2	0	6	1	0	0	0
ENSG00000152256	2484	4944	1490	1820	1816	3389	993	901	795	1700	869	2628	2293	1886	728	2171	1170
ENSG00000152266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152268	14022	1180	11001	132	1009	502	4670	10455	5005	2861	10942	31464	838	248	35537	473	727
ENSG00000152270	143	3735	269	264	258	291	395	131	1479	195	359	284	59	444	340	330	739
ENSG00000152284	762	1940	2143	527	218	521	315	738	862	500	890	1506	392	4613	1155	322	3158
ENSG00000152291	22105	33137	16473	30755	20279	28168	11626	12035	21467	22027	16479	13155	11370	21083	13584	9433	19459
ENSG00000152292	7	9	16	8	11	8	5	5	76	20	29	8	31	18	18	34	8
ENSG00000152315	103	131	268	114	111	272	89	39	107	66	99	53	168	17	56	147	220
ENSG00000152332	15161	13445	9417	10888	9726	12572	6544	8352	6151	12808	5171	3347	8823	7432	3222	3730	12752
ENSG00000152348	780	472	448	323	441	247	210	292	310	502	696	493	345	478	447	694	507
ENSG00000152359	1298	804	933	744	790	639	657	699	692	902	1343	816	976	826	527	1415	1081
ENSG00000152377	4421	599	1830	469	1840	13055	392	892	15767	33	11934	2497	1874	3314	7484	5066	1445
ENSG00000152380	293	149	161	185	175	146	88	166	134	219	200	205	133	187	178	90	232
ENSG00000152382	1119	709	776	603	885	787	878	790	815	996	788	638	1314	963	441	625	830
ENSG00000152402	534	573	1430	451	504	5882	4968	2047	909	2015	3100	1017	282	1190	987	696	734
ENSG00000152404	828	1074	1203	708	1059	1275	906	938	634	1094	902	866	633	1175	728	485	1716
ENSG00000152409	3014	1426	1644	1727	2193	805	1554	3245	1780	1712	2418	1691	3148	1549	1750	503	3025
ENSG00000152413	331	148	981	714	547	268	1177	955	772	932	1915	414	1464	760	1364	62	308
ENSG00000152422	640	626	1848	874	655	771	474	550	1040	767	622	698	363	370	1333	269	745
ENSG00000152430	5	2	8	1	2	5	4	3	3	5	3	0	2	6	38	3	3
ENSG00000152433	229	115	214	139	84	110	114	156	123	171	85	241	358	104	65	408	278
ENSG00000152439	287	352	481	221	357	478	240	259	469	389	116	486	1417	303	283	662	778
ENSG00000152443	951	1280	2187	881	854	1446	922	1429	1577	1261	1961	1163	4471	1134	568	803	2162
ENSG00000152454	377	581	547	242	257	547	251	372	408	459	417	346	917	381	205	465	700
ENSG00000152455	678	1051	745	735	773	998	311	446	499	832	453	352	660	1234	317	186	604
ENSG00000152457	1408	1522	1152	839	1027	1131	448	643	853	534	820	787	1001	1566	537	921	1180
ENSG00000152463	22	10	2	2	12	2	11	1	6	2	10	6	7	38	5	21	4
ENSG00000152464	401	477	452	350	435	439	158	375	390	440	294	389	344	706	262	447	424
ENSG00000152465	933	1411	1133	606	1276	1629	427	432	938	550	574	904	587	1776	1120	556	1748
ENSG00000152467	34	25	11	1	2	0	3	5	8	2	7	14	0	5	5	108	5
ENSG00000152475	148	26	165	97	206	129	82	256	51	165	96	112	366	78	109	45	206
ENSG00000152484	1614	2370	2966	1481	3029	2115	1720	1927	2981	2038	1949	1994	1316	2134	2174	1727	2375
ENSG00000152487	106	75	33	35	50	61	19	33	103	102	99	54	29	59	39	43	74
ENSG00000152492	6136	7001	9380	4458	10911	14856	6769	5733	6069	5697	16499	6119	5058	3157	4823	4511	8606
ENSG00000152495	108	1124	272	715	46	236	263	165	398	264	527	341	400	656	160	344	437
ENSG00000152503	103	136	432	602	144	271	122	80	140	122	201	113	305	315	64	153	160
ENSG00000152518	22728	23896	14630	14862	12712	17897	14187	7940	13463	9027	17675	11316	15444	30259	17194	8344	28470
ENSG00000152520	2516	3363	4099	2885	4129	2599	3768	3528	3744	2170	5363	3017	2668	2181	2640	3988	3392
ENSG00000152527	8101	247	2333	1051	6248	1543	3173	6527	840	5221	7952	2521	2160	2734	4199	8831	1403
ENSG00000152556	6273	2032	4239	6123	5665	3745	5269	5243	6728	6556	4315	2950	3458	4772	17668	3435	1092
ENSG00000152558	14486	16214	14877	12188	15699	13723	16738	10788	8475	14564	7791	8157	8814	8455	6364	6553	21512
ENSG00000152578	21	12	689	13	10	34	6872	71	82	79	172	332	54	12	7	22	16
ENSG00000152580	2942	7	89	189	186	193	606	42	357	66	960	38	1719	1226	1639	42	551
ENSG00000152582	896	94	541	192	305	355	151	1084	274	1292	942	551	539	1163	380	1156	692
ENSG00000152583	3562	12832	27854	2423	2780	4012	18579	9319	6089	12022	29535	36711	8650	5612	47386	3190	17932
ENSG00000152591	2	0	6	9	8	10	8	2	2	3	3	1	3	9	2	6	1
ENSG00000152592	2	0	8	12	12	23	10	6	4	4	12	1	7	32	2	43	0
ENSG00000152595	1	1	0	4	3	5	1	0	12	0	1	3	0	3	2	14	2
ENSG00000152601	13441	18389	16288	11725	16488	18207	13315	10798	9298	8151	10556	14973	9899	8939	11908	9096	25275
ENSG00000152611	0	3	2	8	2	0	0	2	1	2	8	0	9	17	0	1	135
ENSG00000152620	4471	2182	2965	926	2928	2083	2030	4222	2448	2603	2277	2443	2239	4669	1970	3103	2622
ENSG00000152642	3502	1452	1599	1137	1608	1038	1981	999	1426	1318	1210	1250	3255	1044	2157	1010	1373
ENSG00000152661	37909	5747	14798	5523	20068	11698	21135	51768	20127	5215	9324	14154	6214	40308	27257	3301	3794
ENSG00000152669	599	108	142	505	847	274	140	233	40	469	363	97	436	536	72	1170	171
ENSG00000152670	5	0	3	0	3	2	1	1	5	1	2	3	8	33	3	6	2
ENSG00000152672	65	17	222	10	3	4	17	46	84	23	206	53	98	178	17	50	59
ENSG00000152683	3535	2556	3297	2562	2780	3557	2638	1962	2871	3296	2469	1983	2357	2327	1990	1424	2926
ENSG00000152684	1353	2997	2823	2137	1736	1306	1008	1153	1296	1504	1696	2240	1138	1449	1697	1439	2222
ENSG00000152689	681	1802	713	1119	529	1083	512	514	917	640	679	1389	455	796	1251	758	1298
ENSG00000152700	3944	4288	2674	3303	3004	3119	1791	2534	2298	2775	1737	2788	4168	2824	3070	4302	3144
ENSG00000152705	45	8	20	16	11	27	15	30	20	22	37	25	42	18	16	31	35
ENSG00000152726	4763	6489	4162	6776	4634	3995	3033	3699	5228	6057	2980	3409	2414	6398	3996	3416	9557
ENSG00000152749	822	2564	2549	1176	2168	1486	2774	1234	1609	1588	1668	1793	1606	3356	1596	807	1435
ENSG00000152760	32	60	22	212	44	205	33	29	19	81	36	202	31	5	69	57	101
ENSG00000152763	652	41	285	110	451	894	391	323	104	748	554	227	178	245	157	462	476
ENSG00000152766	314	3054	178	472	92	504	90	75	53	36	117	263	11	262	49	1034	2417
ENSG00000152767	1320	3836	10317	6004	3423	3079	5628	3667	5947	9010	5857	4791	4774	15310	4045	3903	5053
ENSG00000152778	1380	1639	2804	2059	1487	1225	637	1043	1041	1015	656	1404	3613	2319	1265	1307	6085
ENSG00000152779	4	25	5	30	6	19	12	21	26	21	15	7	16	89	19	13	91
ENSG00000152782	176	96	167	315	98	83	205	404	289	101	153	171	366	507	203	50	197
ENSG00000152784	69	672	163	440	32	318	156	80	319	171	229	178	145	575	520	124	664
ENSG00000152785	429	1	43	33	121	8	69	1083	44	9	420	94	62	44	62	0	153
ENSG00000152795	13806	21699	21412	15784	17807	15812	11613	16668	18411	13427	19208	19250	19766	18700	16057	23339	24531
ENSG00000152804	526	667	366	1208	340	418	287	175	348	344	294	870	233	478	547	615	1123
ENSG00000152818	5069	15111	7554	5019	6702	22455	5146	8849	8087	7872	6607	7878	3003	12116	8224	3439	18881
